Feature,TP,FP,TN,FN,p value
TWIST2,2,3,27,6,0.27930717094803864
MACROD2-IT1,4,4,26,4,0.04413040688382748
MS4A5,1,4,26,7,1.0
PCDHA3,4,10,20,4,0.43317561044516156
PI4K2A,4,4,26,4,0.04413040688382748
ADIRF,3,2,28,5,0.052826820628678335
CCDC39-AS1,0,7,23,8,0.30743338328477654
IST1,2,6,24,6,1.0
AC090912.2,4,2,28,4,0.011648575116067416
AC007786.1,3,2,28,5,0.052826820628678335
ZBTB44,1,4,26,7,1.0
EZH1,1,4,26,7,1.0
TMPRSS4,2,4,26,6,0.5870410235735337
FHL2,5,4,26,3,0.010133448139040891
C1orf50,2,3,27,6,0.27930717094803864
NCOR2,6,17,13,2,0.439766591719054
C1orf220,0,5,25,8,0.5632164672412358
CABIN1,3,6,24,5,0.3630773851486934
AP000873.2,2,4,26,6,0.5870410235735337
OR4C9P,3,2,28,5,0.052826820628678335
ZZEF1,7,8,22,1,0.003158056688467159
CPSF2,4,2,28,4,0.011648575116067416
CSRP2,2,3,27,6,0.27930717094803864
CGA,3,2,28,5,0.052826820628678335
AC104248.1,6,14,16,2,0.23840849647301274
AC027808.1,2,5,25,6,0.6236050996112921
STX16-NPEPL1,3,4,26,5,0.14612128311818728
TRPV1,4,3,27,4,0.02451677683875827
PDHX,4,8,22,4,0.2319489168585348
AC011477.1,3,4,26,5,0.14612128311818728
WASF1P1,0,5,25,8,0.5632164672412358
LRRC29,3,2,28,5,0.052826820628678335
LINC01031,5,4,26,3,0.010133448139040891
AC073486.1,2,4,26,6,0.5870410235735337
CNGB1,4,3,27,4,0.02451677683875827
SNX19P1,2,3,27,6,0.27930717094803864
EP300,4,3,27,4,0.02451677683875827
ETV6,4,16,14,4,1.0
MIR4488,0,5,25,8,0.5632164672412358
GDAP1,8,16,14,0,0.016784936339515437
AFAP1,6,5,25,2,0.0035015290932598536
SLC35F4,5,12,18,3,0.4257747483553941
AC022075.1,3,7,23,5,0.4112138249759355
ABCA1,6,13,17,2,0.23198858682729717
AC007998.3,1,7,23,7,0.6600304125521346
AC114485.1,6,14,16,2,0.23840849647301274
OR4A50P,0,6,24,8,0.3090878663634098
TNRC18P3,4,8,22,4,0.2319489168585348
AL031282.2,2,3,27,6,0.27930717094803864
COL24A1,8,20,10,0,0.08212996323452751
KMT2B,4,4,26,4,0.04413040688382748
WDR47,4,3,27,4,0.02451677683875827
AL355512.1,2,3,27,6,0.27930717094803864
EFCAB12,2,3,27,6,0.27930717094803864
HMCN2,4,5,25,4,0.07132797387965682
SEMA4B,4,2,28,4,0.011648575116067416
STON2,3,4,26,5,0.14612128311818728
GLI2,4,10,20,4,0.43317561044516156
ABCG5,1,4,26,7,1.0
ABCA10,2,7,23,6,1.0
PITPNC1,4,6,24,4,0.1700531324020792
AC231533.1,4,3,27,4,0.02451677683875827
ITGA11,5,4,26,3,0.010133448139040891
AC114763.1,6,4,26,2,0.0016928238989559292
AC068672.3,1,6,24,7,1.0
CTBP2,4,5,25,4,0.07132797387965682
AP001783.1,1,4,26,7,1.0
CTSLP1,0,5,25,8,0.5632164672412358
SIRPB3P,4,3,27,4,0.02451677683875827
AC084357.2,6,13,17,2,0.23198858682729717
LINC01140,3,2,28,5,0.052826820628678335
COLEC10,2,9,21,6,1.0
TBC1D5,8,22,8,0,0.16381357797516816
AC107973.1,8,18,12,0,0.038517944689921244
AC090709.1,4,6,24,4,0.1700531324020792
TUBA3C,1,6,24,7,1.0
SYT2,3,3,27,5,0.0940050661412895
PDE8B,6,9,21,2,0.03907735259477998
PDS5A,6,5,25,2,0.0035015290932598536
DIAPH3,5,15,15,3,0.6968376000634076
ERLNC1,2,4,26,6,0.5870410235735337
ODF2L,0,5,25,8,0.5632164672412358
ERBB4,8,27,3,0,1.0
SPRTN,3,3,27,5,0.0940050661412895
FREM2,4,8,22,4,0.2319489168585348
EVPLL,3,2,28,5,0.052826820628678335
RAB20,2,6,24,6,1.0
SLC7A14,3,5,25,5,0.3269989799501434
SEMA6A,4,9,21,4,0.40681168534958634
ESPL1,1,4,26,7,1.0
CA5B,2,6,24,6,1.0
LINC01983,3,3,27,5,0.0940050661412895
VSIR,3,4,26,5,0.14612128311818728
TMEM178B,8,23,7,0,0.3074333832847769
LINC01908,2,5,25,6,0.6236050996112921
PNMA5,4,1,29,4,0.004295316988815445
LINC02492,4,9,21,4,0.40681168534958634
AL158152.2,1,4,26,7,1.0
CCDC148-AS1,4,2,28,4,0.011648575116067416
TLE1,3,8,22,5,0.6670881907574223
ZNF462,3,8,22,5,0.6670881907574223
SIRPB2,1,4,26,7,1.0
SNAP25-AS1,6,5,25,2,0.0035015290932598536
AC073316.1,4,1,29,4,0.004295316988815445
AC023794.4,3,2,28,5,0.052826820628678335
WNK1,3,6,24,5,0.3630773851486934
TMEFF1,4,9,21,4,0.40681168534958634
MBL1P,2,9,21,6,1.0
CLCNKA,1,6,24,7,1.0
ARHGEF11,4,3,27,4,0.02451677683875827
SLC35F1,6,16,14,2,0.4262098911055281
GABRB2,6,12,18,2,0.11714353649837526
DPY19L2P2,6,12,18,2,0.11714353649837526
AC096576.3,2,3,27,6,0.27930717094803864
AC005323.2,6,5,25,2,0.0035015290932598536
FUT9,3,9,21,5,0.6892823113735946
ZNRF1,5,10,20,3,0.2230247075198644
PRKD3,4,4,26,4,0.04413040688382748
CASC6,0,7,23,8,0.30743338328477654
ART3,2,7,23,6,1.0
AC133561.3,3,2,28,5,0.052826820628678335
EPHA7,4,12,18,4,0.6984460741576514
AC015818.2,1,4,26,7,1.0
ALDH1L1,4,4,26,4,0.04413040688382748
VPS33A,2,3,27,6,0.27930717094803864
INSC,2,5,25,6,0.6236050996112921
AC090531.1,1,5,25,7,1.0
RIC1,4,5,25,4,0.07132797387965682
FOLH1B,6,12,18,2,0.11714353649837526
PHACTR1,6,20,10,2,1.0
AC107032.2,5,1,29,3,0.0006186879251894765
RAD18,5,5,25,3,0.01857407237912584
TMTC4,4,2,28,4,0.011648575116067416
TTLL5,5,11,19,3,0.24312357898695747
PKIG,5,4,26,3,0.010133448139040891
GPA33,3,5,25,5,0.3269989799501434
TNK2,3,4,26,5,0.14612128311818728
RBM39,3,7,23,5,0.4112138249759355
SLC4A4,6,11,19,2,0.10657578399513885
AL359081.1,3,2,28,5,0.052826820628678335
BRWD1,4,5,25,4,0.07132797387965682
TMPRSS11D,2,4,26,6,0.5870410235735337
AC023509.3,6,13,17,2,0.23198858682729717
SLC35A1,2,3,27,6,0.27930717094803864
AL391256.1,3,6,24,5,0.3630773851486934
SAMD8,2,5,25,6,0.6236050996112921
PTPN14,7,12,18,1,0.042244590631687534
TYW3,1,5,25,7,1.0
DZIP3,3,11,19,5,1.0
SERP1,3,5,25,5,0.3269989799501434
DEAF1,3,3,27,5,0.0940050661412895
ACTA2,4,6,24,4,0.1700531324020792
KLHL14,4,4,26,4,0.04413040688382748
DPY19L2P1,7,10,20,1,0.013009459528984156
DCBLD1,4,6,24,4,0.1700531324020792
AC048334.1,1,4,26,7,1.0
AC073592.1,2,4,26,6,0.5870410235735337
PREX2,6,9,21,2,0.03907735259477998
AC083805.2,2,3,27,6,0.27930717094803864
OTX2-AS1,6,13,17,2,0.23198858682729717
ZCCHC17,4,3,27,4,0.02451677683875827
LINC02366,3,5,25,5,0.3269989799501434
KCNH3,3,5,25,5,0.3269989799501434
AC010422.6,3,4,26,5,0.14612128311818728
ZNF37BP,4,6,24,4,0.1700531324020792
COL4A3BP,4,7,23,4,0.19495871583158175
GTF2E2,1,5,25,7,1.0
FKBP1C,0,5,25,8,0.5632164672412358
ANKS1A,6,7,23,2,0.011430410736313054
UBE2E3,4,4,26,4,0.04413040688382748
RNU6-803P,3,3,27,5,0.0940050661412895
AC068446.3,4,6,24,4,0.1700531324020792
CHI3L2,4,2,28,4,0.011648575116067416
TMEM117,8,13,17,0,0.004658154063926565
LINC00348,4,10,20,4,0.43317561044516156
DZANK1,8,1,29,0,1.840359375563613e-07
RAB6A,6,2,28,2,0.000253990042265285
CBFA2T2,7,7,23,1,0.0017457035583471293
TSSC2,2,4,26,6,0.5870410235735337
SNORD113-1,3,4,26,5,0.14612128311818728
SCNN1B,3,8,22,5,0.6670881907574223
HELB,3,2,28,5,0.052826820628678335
AC023421.2,3,5,25,5,0.3269989799501434
GPD1L,3,3,27,5,0.0940050661412895
RELB,4,2,28,4,0.011648575116067416
TMC1,4,11,19,4,0.6869283894900606
ANKRD30B,4,18,12,4,0.698446074157651
MTND1P33,1,7,23,7,0.6600304125521346
C20orf203,4,4,26,4,0.04413040688382748
SCN8A,4,14,16,4,1.0
VN1R28P,4,2,28,4,0.011648575116067416
FAM35DP,6,8,22,2,0.03373317390095586
NABP1,4,2,28,4,0.011648575116067416
ALKBH4,1,4,26,7,1.0
PDZRN4,4,20,10,4,0.43317561044516145
AC093503.1,5,4,26,3,0.010133448139040891
POU5F1P7,0,7,23,8,0.30743338328477654
SEPSECS,0,6,24,8,0.3090878663634098
IGKV2D-36,1,5,25,7,1.0
AC012676.1,3,3,27,5,0.0940050661412895
EPB41L1,4,9,21,4,0.40681168534958634
AL162872.1,2,5,25,6,0.6236050996112921
NMRAL1,4,2,28,4,0.011648575116067416
AC104126.1,3,3,27,5,0.0940050661412895
AC022364.1,4,2,28,4,0.011648575116067416
SHOX2,1,6,24,7,1.0
LRTOMT,3,4,26,5,0.14612128311818728
ABCC11,4,7,23,4,0.19495871583158175
PRKCH,6,10,20,2,0.049774932227743665
WNK3,3,12,18,5,1.0
AC079917.1,6,14,16,2,0.23840849647301274
CNN2P12,2,3,27,6,0.27930717094803864
GDAP1L1,1,5,25,7,1.0
CAB39,3,6,24,5,0.3630773851486934
C5orf38,2,7,23,6,1.0
STRADB,4,8,22,4,0.2319489168585348
LURAP1L,3,6,24,5,0.3630773851486934
SUZ12P1,3,6,24,5,0.3630773851486934
BMPR1B,6,7,23,2,0.011430410736313054
ABCA4,4,5,25,4,0.07132797387965682
IQCE,4,1,29,4,0.004295316988815445
AC111198.1,3,11,19,5,1.0
FAM66B,2,6,24,6,1.0
AC069287.3,4,1,29,4,0.004295316988815445
IGFL4,2,5,25,6,0.6236050996112921
FNDC3A,5,7,23,3,0.0806253672028167
AC106799.2,7,23,7,1,0.6600304125521346
ATR,4,10,20,4,0.43317561044516156
MYPOP,3,3,27,5,0.0940050661412895
ADAM29,1,10,20,7,0.39470580137712985
ZC2HC1B,4,4,26,4,0.04413040688382748
AL035416.1,3,3,27,5,0.0940050661412895
AP002884.3,4,2,28,4,0.011648575116067416
WDPCP,6,22,8,2,1.0
AC068512.1,2,3,27,6,0.27930717094803864
EIF5B,3,3,27,5,0.0940050661412895
AC096887.1,3,4,26,5,0.14612128311818728
FYTTD1,1,4,26,7,1.0
GATA6,3,2,28,5,0.052826820628678335
BNIP3P20,1,4,26,7,1.0
RTN1,6,8,22,2,0.03373317390095586
ZNF863P,2,6,24,6,1.0
NXPH2,4,12,18,4,0.6984460741576514
AL138759.1,3,3,27,5,0.0940050661412895
COLEC12,4,11,19,4,0.6869283894900606
LTF,4,2,28,4,0.011648575116067416
GOLGA8B,3,6,24,5,0.3630773851486934
SLC30A1,2,4,26,6,0.5870410235735337
SMC5,4,2,28,4,0.011648575116067416
AL117190.1,5,6,24,3,0.031134525117347517
LSG1,1,6,24,7,1.0
BCL7C,4,1,29,4,0.004295316988815445
RPUSD3,0,6,24,8,0.3090878663634098
CAMKMT,5,20,10,3,1.0
AC010320.4,2,3,27,6,0.27930717094803864
GALNT10,8,7,23,0,0.0001315856953527984
SRSF12,1,6,24,7,1.0
LINC00687,2,5,25,6,0.6236050996112921
AL353692.2,2,3,27,6,0.27930717094803864
FBXO45,4,4,26,4,0.04413040688382748
NCALD,8,12,18,0,0.0034706724010628957
MSL1,2,5,25,6,0.6236050996112921
BCKDHB,4,13,17,4,1.0
ARHGAP32,5,4,26,3,0.010133448139040891
MCM9,3,5,25,5,0.3269989799501434
CRYBB2,1,6,24,7,1.0
MRRF,5,1,29,3,0.0006186879251894765
PAX3,5,4,26,3,0.010133448139040891
C8orf34-AS1,1,4,26,7,1.0
USP18,4,2,28,4,0.011648575116067416
TUBA1A,3,3,27,5,0.0940050661412895
KIT,2,3,27,6,0.27930717094803864
TMEM212,5,5,25,3,0.01857407237912584
AL023584.1,1,4,26,7,1.0
AC126696.1,3,4,26,5,0.14612128311818728
LINC02241,7,21,9,1,0.6533315044250843
IGLV5-52,0,5,25,8,0.5632164672412358
GPC4,3,6,24,5,0.3630773851486934
TMEM150C,1,4,26,7,1.0
TLK1,4,15,15,4,1.0
AC023078.5,2,3,27,6,0.27930717094803864
MRPL19,2,4,26,6,0.5870410235735337
AC026347.1,4,2,28,4,0.011648575116067416
BTBD9,6,11,19,2,0.10657578399513885
GPD2,4,7,23,4,0.19495871583158175
LINC02306,6,19,11,2,0.6892823113735927
GPR137B,4,5,25,4,0.07132797387965682
ZNF493,0,6,24,8,0.3090878663634098
PPP4R4,5,7,23,3,0.0806253672028167
AL669831.5,2,7,23,6,1.0
AC012174.1,1,5,25,7,1.0
RAPGEF4-AS1,3,7,23,5,0.4112138249759355
AC024270.2,5,4,26,3,0.010133448139040891
LINC02226,5,6,24,3,0.031134525117347517
AC009163.2,5,0,30,3,0.00011156667503416735
AP001830.1,3,2,28,5,0.052826820628678335
SLC4A10,8,23,7,0,0.3074333832847769
RSPH1,3,2,28,5,0.052826820628678335
WWC3,4,7,23,4,0.19495871583158175
AC104978.1,1,4,26,7,1.0
GRAMD2B,2,5,25,6,0.6236050996112921
VCPIP1,3,7,23,5,0.4112138249759355
AP003032.2,2,5,25,6,0.6236050996112921
ZNF714,3,4,26,5,0.14612128311818728
OPA3,2,5,25,6,0.6236050996112921
AC025164.1,3,2,28,5,0.052826820628678335
TRAV12-2,0,7,23,8,0.30743338328477654
TAF8,3,4,26,5,0.14612128311818728
COL4A3,5,9,21,3,0.11659122420133158
AC004917.1,8,14,16,0,0.011948431003659252
PRB1,0,5,25,8,0.5632164672412358
AC090023.2,2,6,24,6,1.0
CD163,1,4,26,7,1.0
GMPPA,2,3,27,6,0.27930717094803864
AP000346.1,0,6,24,8,0.3090878663634098
RNU6-16P,0,6,24,8,0.3090878663634098
MYO1D,6,10,20,2,0.049774932227743665
ZNF333,2,13,17,6,0.4397665917190541
PCDHA11,4,10,20,4,0.43317561044516156
SAMD5,7,6,24,1,0.0009035551080892134
NPIPB8,2,5,25,6,0.6236050996112921
ERICH3,2,3,27,6,0.27930717094803864
FSHR,6,14,16,2,0.23840849647301274
PRKCB,4,18,12,4,0.698446074157651
AC010531.4,2,3,27,6,0.27930717094803864
TMEM255B,2,6,24,6,1.0
EPHB1,8,20,10,0,0.08212996323452751
KCNN1,4,2,28,4,0.011648575116067416
FIP1L1,8,23,7,0,0.3074333832847769
RSU1,6,5,25,2,0.0035015290932598536
AL049869.3,3,4,26,5,0.14612128311818728
PAK3,7,14,16,1,0.0534311128538633
NCOA2,4,3,27,4,0.02451677683875827
PHF20L1,3,4,26,5,0.14612128311818728
AC112206.2,6,19,11,2,0.6892823113735927
TATDN3,1,5,25,7,1.0
AP003718.1,3,4,26,5,0.14612128311818728
CRISPLD2,2,4,26,6,0.5870410235735337
LINC01581,6,11,19,2,0.10657578399513885
GPR107,2,9,21,6,1.0
SEZ6L2,4,2,28,4,0.011648575116067416
RNF144B,4,3,27,4,0.02451677683875827
MPDZ,3,8,22,5,0.6670881907574223
CAPN13,2,7,23,6,1.0
AQP7P2,1,5,25,7,1.0
ARHGAP42P5,2,4,26,6,0.5870410235735337
AC020911.2,0,6,24,8,0.3090878663634098
RFX6,1,5,25,7,1.0
ATG13,1,5,25,7,1.0
BCCIP,2,3,27,6,0.27930717094803864
SNX16,3,5,25,5,0.3269989799501434
EXOC6,4,4,26,4,0.04413040688382748
KIF26B-AS1,2,5,25,6,0.6236050996112921
AP001972.4,1,4,26,7,1.0
RBM46,2,3,27,6,0.27930717094803864
ABCA3,4,3,27,4,0.02451677683875827
GDI2,3,6,24,5,0.3630773851486934
NLRC4,6,4,26,2,0.0016928238989559292
CACNG8,4,1,29,4,0.004295316988815445
AC023866.2,3,5,25,5,0.3269989799501434
KF456478.1,0,7,23,8,0.30743338328477654
PRKAR1B,4,6,24,4,0.1700531324020792
YLPM1,3,8,22,5,0.6670881907574223
CCDC77,4,5,25,4,0.07132797387965682
ZCCHC24,4,2,28,4,0.011648575116067416
PCYT1B,3,5,25,5,0.3269989799501434
ZC3H15,3,3,27,5,0.0940050661412895
AL157359.2,2,3,27,6,0.27930717094803864
TNXB,3,6,24,5,0.3630773851486934
SULT1B1,4,5,25,4,0.07132797387965682
AC006148.2,2,3,27,6,0.27930717094803864
SLC26A3,3,3,27,5,0.0940050661412895
COL19A1,8,18,12,0,0.038517944689921244
FBXW8,6,5,25,2,0.0035015290932598536
GSX1,5,0,30,3,0.00011156667503416735
FTH1P15,2,4,26,6,0.5870410235735337
ZC3H13,3,7,23,5,0.4112138249759355
HMCN1,4,22,8,4,0.23194891685853486
AL355073.1,1,4,26,7,1.0
AC009961.1,2,3,27,6,0.27930717094803864
GATA4,3,6,24,5,0.3630773851486934
STK10,4,4,26,4,0.04413040688382748
AL049543.1,2,3,27,6,0.27930717094803864
LINC00333,2,4,26,6,0.5870410235735337
PAICS,1,5,25,7,1.0
TPO,3,15,15,5,0.6968376000634064
ADGRB1,3,3,27,5,0.0940050661412895
MRPS9,4,5,25,4,0.07132797387965682
NGFR,4,5,25,4,0.07132797387965682
AL359644.1,1,5,25,7,1.0
ROR1,8,18,12,0,0.038517944689921244
TRIM9,4,8,22,4,0.2319489168585348
FLT1,4,8,22,4,0.2319489168585348
SYCE1,2,3,27,6,0.27930717094803864
DCAF1,4,4,26,4,0.04413040688382748
AC096773.1,3,2,28,5,0.052826820628678335
AL136529.1,2,3,27,6,0.27930717094803864
PCDHA9,4,10,20,4,0.43317561044516156
TMEM14B,4,3,27,4,0.02451677683875827
OARD1,3,2,28,5,0.052826820628678335
AL136311.1,3,6,24,5,0.3630773851486934
LINC01687,3,8,22,5,0.6670881907574223
AC004540.1,3,3,27,5,0.0940050661412895
SYNCRIP,2,6,24,6,1.0
RNU6-678P,2,3,27,6,0.27930717094803864
AC022915.2,4,10,20,4,0.43317561044516156
SLC17A8,4,2,28,4,0.011648575116067416
SPATA22,3,7,23,5,0.4112138249759355
CLDND1,1,7,23,7,0.6600304125521346
CARNMT1,4,3,27,4,0.02451677683875827
FAM172A,4,14,16,4,1.0
RNF157,2,5,25,6,0.6236050996112921
FMN1,6,3,27,2,0.0007189057174076666
WDR95P,2,5,25,6,0.6236050996112921
HHLA1,2,6,24,6,1.0
MYLK,6,10,20,2,0.049774932227743665
RGL1,7,11,19,1,0.01648569390504874
IPO11,6,13,17,2,0.23198858682729717
PDGFRA,5,11,19,3,0.24312357898695747
AC092747.1,3,4,26,5,0.14612128311818728
MIR4294,2,3,27,6,0.27930717094803864
AL590432.1,2,4,26,6,0.5870410235735337
HRK,4,3,27,4,0.02451677683875827
PTPRR,5,12,18,3,0.4257747483553941
SLCO2B1,5,5,25,3,0.01857407237912584
EGF,6,7,23,2,0.011430410736313054
TMTC2,5,18,12,3,1.0
LINC00558,2,3,27,6,0.27930717094803864
HMGN1P14,3,2,28,5,0.052826820628678335
KCNAB1,6,14,16,2,0.23840849647301274
SERTM1,2,4,26,6,0.5870410235735337
AC007920.1,2,4,26,6,0.5870410235735337
KATNAL2,3,11,19,5,1.0
EPS15L1,4,10,20,4,0.43317561044516156
UTP18,2,3,27,6,0.27930717094803864
WSCD2,4,7,23,4,0.19495871583158175
AL356235.1,2,8,22,6,1.0
TIAM2,6,10,20,2,0.049774932227743665
EIF2AK3,4,1,29,4,0.004295316988815445
MAP4K5,4,6,24,4,0.1700531324020792
AC099329.2,3,9,21,5,0.6892823113735946
AL365273.2,2,3,27,6,0.27930717094803864
PTPRZ1,5,8,22,3,0.0940763493944359
LBHD1,4,5,25,4,0.07132797387965682
ADAM23,5,14,16,3,0.6927954347309196
VPS53,4,7,23,4,0.19495871583158175
LINC01774,5,3,27,3,0.004903146793689084
SEC23A,1,4,26,7,1.0
CREBBP,3,11,19,5,1.0
SDC1,3,2,28,5,0.052826820628678335
ENDOD1,3,4,26,5,0.14612128311818728
CCDC7,3,7,23,5,0.4112138249759355
AC005154.1,4,1,29,4,0.004295316988815445
NT5M,4,3,27,4,0.02451677683875827
LRRC23,2,5,25,6,0.6236050996112921
ATP1B1,3,5,25,5,0.3269989799501434
LINC01278,5,15,15,3,0.6968376000634076
ANKFN1,8,9,21,0,0.0004971015157772382
TK2,4,1,29,4,0.004295316988815445
AC007370.2,2,4,26,6,0.5870410235735337
AC091906.1,2,8,22,6,1.0
SSTR5-AS1,2,7,23,6,1.0
CHD8,8,1,29,0,1.840359375563613e-07
RNU6-661P,3,3,27,5,0.0940050661412895
AL390061.1,2,4,26,6,0.5870410235735337
OTOG,6,8,22,2,0.03373317390095586
SIRPD,4,1,29,4,0.004295316988815445
FILIP1L,6,8,22,2,0.03373317390095586
CNST,3,10,20,5,1.0
SMIM35,4,3,27,4,0.02451677683875827
AC117460.1,1,14,16,7,0.1142735165006215
RNU6-954P,1,4,26,7,1.0
AC009312.1,3,2,28,5,0.052826820628678335
ATP6V1H,4,3,27,4,0.02451677683875827
HRH3,2,5,25,6,0.6236050996112921
LINC01619,4,5,25,4,0.07132797387965682
APMAP,4,2,28,4,0.011648575116067416
ABTB2,4,9,21,4,0.40681168534958634
AL353633.1,4,8,22,4,0.2319489168585348
TRAPPC9,6,22,8,2,1.0
MIR377,4,1,29,4,0.004295316988815445
TMEM189-UBE2V1,6,2,28,2,0.000253990042265285
TENM2,7,25,5,1,1.0
GABRA3,4,22,8,4,0.23194891685853486
CWC22,3,5,25,5,0.3269989799501434
AL589678.1,2,8,22,6,1.0
LINC01089,0,5,25,8,0.5632164672412358
RNU4-88P,0,5,25,8,0.5632164672412358
LINC01918,0,5,25,8,0.5632164672412358
AL929288.1,3,5,25,5,0.3269989799501434
AL356108.1,6,16,14,2,0.4262098911055281
PRDM10,3,4,26,5,0.14612128311818728
PHF2P2,4,10,20,4,0.43317561044516156
RANBP2,4,3,27,4,0.02451677683875827
ZNF175,1,4,26,7,1.0
FLYWCH1,3,2,28,5,0.052826820628678335
CLUL1,3,2,28,5,0.052826820628678335
AC107304.1,4,2,28,4,0.011648575116067416
ZNF559-ZNF177,4,4,26,4,0.04413040688382748
TRERF1,4,16,14,4,1.0
LINC00433,4,4,26,4,0.04413040688382748
RF01210,6,13,17,2,0.23198858682729717
TRIM64DP,0,6,24,8,0.3090878663634098
TCF12,6,12,18,2,0.11714353649837526
MIR4300HG,8,23,7,0,0.3074333832847769
KCNB1,4,7,23,4,0.19495871583158175
PRMT8,5,9,21,3,0.11659122420133158
PLEKHA5,6,6,24,2,0.006571861984825153
MME,4,13,17,4,1.0
SYT12,4,1,29,4,0.004295316988815445
NCOA1,4,9,21,4,0.40681168534958634
OR4C46,3,2,28,5,0.052826820628678335
SCML2,4,7,23,4,0.19495871583158175
ZNF335,3,2,28,5,0.052826820628678335
TUNAR,0,5,25,8,0.5632164672412358
AC110023.1,4,7,23,4,0.19495871583158175
CARMIL1,4,15,15,4,1.0
SGSM1,3,3,27,5,0.0940050661412895
AC005537.1,4,5,25,4,0.07132797387965682
COLEC11,5,5,25,3,0.01857407237912584
ITGA2,4,7,23,4,0.19495871583158175
AL355994.3,3,2,28,5,0.052826820628678335
FOXN3,7,10,20,1,0.013009459528984156
ATP6V1A,0,6,24,8,0.3090878663634098
MRPS18BP2,0,6,24,8,0.3090878663634098
P4HA2,2,4,26,6,0.5870410235735337
PPHLN1,4,10,20,4,0.43317561044516156
MTCO1P56,2,4,26,6,0.5870410235735337
CNTN6,6,17,13,2,0.439766591719054
SVIL-AS1,3,8,22,5,0.6670881907574223
WDR11-AS1,2,5,25,6,0.6236050996112921
CFAP65,3,6,24,5,0.3630773851486934
TLE3,4,2,28,4,0.011648575116067416
ARFGEF1,5,4,26,3,0.010133448139040891
UVRAG,8,14,16,0,0.011948431003659252
FAM46A,7,18,12,1,0.22186068021481983
SMARCA1,5,7,23,3,0.0806253672028167
GSG1L2,4,2,28,4,0.011648575116067416
ANO10,8,10,20,0,0.0008947827283990269
AC009403.1,2,5,25,6,0.6236050996112921
NUDT13,5,2,28,3,0.001997423824049215
LINC01445,4,4,26,4,0.04413040688382748
FRMPD4,8,25,5,0,0.5632164672412356
CTPS2,4,4,26,4,0.04413040688382748
RPS6KC1,5,9,21,3,0.11659122420133158
RNA5S13,2,4,26,6,0.5870410235735337
TP53TG5,3,4,26,5,0.14612128311818728
RNU4-77P,1,6,24,7,1.0
UBXN7,6,4,26,2,0.0016928238989559292
ZNF684,2,4,26,6,0.5870410235735337
ZPLD1,6,14,16,2,0.23840849647301274
LINC01197,4,6,24,4,0.1700531324020792
LINC01928,3,3,27,5,0.0940050661412895
PIPOX,4,4,26,4,0.04413040688382748
AMFR,4,4,26,4,0.04413040688382748
PKD1L1,8,3,27,0,3.37399218853329e-06
AL365275.1,3,6,24,5,0.3630773851486934
SV2C,6,13,17,2,0.23198858682729717
RCSD1,2,6,24,6,1.0
DICER1,2,6,24,6,1.0
RBBP4,4,3,27,4,0.02451677683875827
HUWE1,5,6,24,3,0.031134525117347517
TSPEAR,4,7,23,4,0.19495871583158175
AC034154.1,4,16,14,4,1.0
PHLPP2,4,1,29,4,0.004295316988815445
KIAA0753,4,4,26,4,0.04413040688382748
TRIM36,2,6,24,6,1.0
CDCA2,2,3,27,6,0.27930717094803864
EBF2,8,12,18,0,0.0034706724010628957
NPAS3,6,20,10,2,1.0
TEX26-AS1,4,3,27,4,0.02451677683875827
XPO4,4,4,26,4,0.04413040688382748
WHRN,4,6,24,4,0.1700531324020792
ELF2,3,4,26,5,0.14612128311818728
LINC01788,4,9,21,4,0.40681168534958634
ZCCHC7,3,5,25,5,0.3269989799501434
RAPGEF3,4,4,26,4,0.04413040688382748
AC119751.4,2,4,26,6,0.5870410235735337
HDAC6,3,2,28,5,0.052826820628678335
HMGCLL1,4,10,20,4,0.43317561044516156
PSTPIP1,1,4,26,7,1.0
IQGAP2,4,11,19,4,0.6869283894900606
TRPC5,5,17,13,3,1.0
SHC4,4,6,24,4,0.1700531324020792
LINC02098,2,3,27,6,0.27930717094803864
MDN1,6,9,21,2,0.03907735259477998
TMEM163,4,18,12,4,0.698446074157651
CLEC9A,3,4,26,5,0.14612128311818728
HIST1H2AC,4,1,29,4,0.004295316988815445
AP001189.4,2,3,27,6,0.27930717094803864
TOR1AIP2,3,2,28,5,0.052826820628678335
AC017002.3,2,6,24,6,1.0
AL133346.1,3,8,22,5,0.6670881907574223
DCLRE1CP1,4,2,28,4,0.011648575116067416
TACR3,4,10,20,4,0.43317561044516156
DENND2C,4,2,28,4,0.011648575116067416
FAH,2,5,25,6,0.6236050996112921
DHX15,2,3,27,6,0.27930717094803864
CDKN2B-AS1,3,5,25,5,0.3269989799501434
DCUN1D1,6,2,28,2,0.000253990042265285
GTF2H2,4,1,29,4,0.004295316988815445
CLDN16,4,9,21,4,0.40681168534958634
COBL,4,5,25,4,0.07132797387965682
AC010530.1,5,2,28,3,0.001997423824049215
TBC1D22A,4,8,22,4,0.2319489168585348
LINC02369,1,6,24,7,1.0
WNT9A,3,9,21,5,0.6892823113735946
CUL4B,1,6,24,7,1.0
PMS1,2,7,23,6,1.0
LINC01605,3,3,27,5,0.0940050661412895
SYTL4,2,3,27,6,0.27930717094803864
SCMH1,4,12,18,4,0.6984460741576514
AP005901.1,3,9,21,5,0.6892823113735946
ENOX2,3,16,14,5,0.6927954347309196
AL359682.1,2,4,26,6,0.5870410235735337
