Feature,TP,FP,TN,FN,p value
HDAC2,2,7,264,106,1.0
HDAC4,9,5,266,99,0.004903674133998242
HDAC5,2,0,271,106,0.08066339992462164
HDAC6,1,1,270,107,0.4892574444026434
HDAC9,3,3,268,105,0.35852494949639074
HDGFL1,2,1,270,106,0.19663040989578395
HDLBP,1,2,269,107,1.0
HDX,3,3,268,105,0.35852494949639074
HEATR5A,0,3,268,108,0.5610594482397786
HECA,3,5,266,105,0.6932647096952717
HECTD1,2,1,270,106,0.19663040989578395
HECTD4,1,4,267,107,1.0
HECW1,4,4,267,104,0.2317499857824026
HECW2,2,0,271,106,0.08066339992462164
HELB,0,3,268,108,0.5610594482397786
HELLS,1,4,267,107,1.0
HELQ,0,3,268,108,0.5610594482397786
HELZ2,4,3,268,104,0.10534307900551326
HELZ,5,1,270,103,0.008120222982843388
HEMGN,2,1,270,106,0.19663040989578395
HEPACAM,0,2,269,108,1.0
HEPH,0,3,268,108,0.5610594482397786
HERC2P2,2,3,268,106,0.6259562380909157
HERC2P3,1,1,270,107,0.4892574444026434
HERC2,3,7,264,105,1.0
HERC6,0,2,269,108,1.0
HEXA,2,1,270,106,0.19663040989578395
HEXIM1,2,1,270,106,0.19663040989578395
HFE,2,6,265,106,1.0
HFM1,0,2,269,108,1.0
HGF,2,1,270,106,0.19663040989578395
HGSNAT,3,4,267,105,0.4116721863176548
HHIP,2,1,270,106,0.19663040989578395
HIAT1,2,7,264,106,1.0
HIC2,4,0,271,104,0.006333481299458567
HIF1A,4,3,268,104,0.10534307900551326
HINT3,1,2,269,107,1.0
HIP1R,2,1,270,106,0.19663040989578395
HIPK1,6,6,265,102,0.10862330135845251
HIPK2,4,1,270,104,0.024641464575757496
HIVEP1,7,4,267,101,0.0148302603129465
HIVEP2,1,5,266,107,0.678962439645028
HIVEP3,4,4,267,104,0.2317499857824026
HJURP,3,1,270,105,0.07171913585768795
HKDC1,1,4,267,107,1.0
HLA-DPB1,0,3,268,108,0.5610594482397786
HLTF,2,2,269,106,0.3215416839339265
HMBOX1,7,1,270,101,0.0008068505188256991
HMCN1,6,9,262,102,0.3808720130146125
HMG20A,1,2,269,107,1.0
HMGA2,2,4,267,106,1.0
HMGB1P5,2,5,266,106,1.0
HMGCR,3,1,270,105,0.07171913585768795
HMGN1,2,4,267,106,1.0
HMGN5,2,2,269,106,0.3215416839339265
HMMR,1,2,269,107,1.0
HNF1A,1,2,269,107,1.0
HNF4G,0,2,269,108,1.0
HNRNPA2B1,2,2,269,106,0.3215416839339265
HNRNPA3,2,1,270,106,0.19663040989578395
HNRNPC,2,1,270,106,0.19663040989578395
HNRNPD,3,0,271,105,0.02267989493900613
HNRNPK,3,4,267,105,0.4116721863176548
HNRNPR,8,3,268,100,0.0026097130270969194
HNRNPUL2,0,3,268,108,0.5610594482397786
HOMER1,0,2,269,108,1.0
HOOK1,1,2,269,107,1.0
HOOK3,0,2,269,108,1.0
HOPX,1,2,269,107,1.0
HOXA11,3,0,271,105,0.02267989493900613
HOXA13,4,5,266,104,0.2816321515064024
HOXA9,2,1,270,106,0.19663040989578395
HOXB13,0,2,269,108,1.0
HOXC10,5,3,268,103,0.04525670117381173
HOXC4,2,1,270,106,0.19663040989578395
HOXC6,4,1,270,104,0.024641464575757496
HOXD10,5,0,271,103,0.0017564854803826875
HOXD1,2,1,270,106,0.19663040989578395
HP1BP3,2,2,269,106,0.3215416839339265
HPCAL4,2,1,270,106,0.19663040989578395
HPDL,0,3,268,108,0.5610594482397786
HPD,1,2,269,107,1.0
HPR,1,2,269,107,1.0
HPS1,5,2,269,103,0.02193959932865965
HPS3,8,7,264,100,0.04025971145966724
HPSE2,0,2,269,108,1.0
HPSE,3,3,268,105,0.35852494949639074
HR,2,1,270,106,0.19663040989578395
HS2ST1,4,0,271,104,0.006333481299458567
HS3ST3A1,2,1,270,106,0.19663040989578395
HSBP1,2,1,270,106,0.19663040989578395
HSD11B1,0,3,268,108,0.5610594482397786
HSD3B1,6,3,268,102,0.018306907989979544
HSD3B2,0,2,269,108,1.0
HSDL2,4,1,270,104,0.024641464575757496
HSP90AB1,2,4,267,106,1.0
HSP90B1,1,2,269,107,1.0
HSPA12A,1,2,269,107,1.0
HSPA1L,1,4,267,107,1.0
HSPA2,1,5,266,107,0.678962439645028
HSPA4L,0,3,268,108,0.5610594482397786
HSPA4,1,2,269,107,1.0
HSPB8,0,2,269,108,1.0
HSPG2,2,1,270,106,0.19663040989578395
HSPH1,0,6,265,108,0.18922155945846286
HTATSF1,0,2,269,108,1.0
HTR1E,0,3,268,108,0.5610594482397786
HTR1F,4,5,266,104,0.2816321515064024
HTR2A,2,7,264,106,1.0
HTR2C,0,3,268,108,0.5610594482397786
HTR3A,0,2,269,108,1.0
HTR3C,0,2,269,108,1.0
HTRA2,0,2,269,108,1.0
HTRA3,1,2,269,107,1.0
HTT,2,1,270,106,0.19663040989578395
HUNK,0,3,268,108,0.5610594482397786
HUWE1,5,7,264,103,0.3343272898114607
HVCN1,0,2,269,108,1.0
HYDIN,2,5,266,106,1.0
HYKK,0,3,268,108,0.5610594482397786
IARS,2,1,270,106,0.19663040989578395
IBTK,0,3,268,108,0.5610594482397786
ICA1,1,2,269,107,1.0
ICAM3,2,2,269,106,0.3215416839339265
IDH2,3,2,269,105,0.14233564278051095
IDI1,0,3,268,108,0.5610594482397786
IDO2,0,4,267,108,0.5812942963706285
IDS,0,3,268,108,0.5610594482397786
IFI16,3,1,270,105,0.07171913585768795
IFIH1,3,3,268,105,0.35852494949639074
IFIT3,2,1,270,106,0.19663040989578395
IFNA16,0,2,269,108,1.0
IFNA8,0,2,269,108,1.0
IFRD1,0,6,265,108,0.18922155945846286
IFT20,7,5,266,101,0.043880185785684096
IFT27,1,3,268,107,1.0
IFT80,0,3,268,108,0.5610594482397786
IFT88,1,1,270,107,0.4892574444026434
IGDCC4,3,0,271,105,0.02267989493900613
IGF1R,8,7,264,100,0.04025971145966724
IGF2BP1,8,4,267,100,0.0059637219289195185
IGF2R,2,1,270,106,0.19663040989578395
IGFBP1,0,3,268,108,0.5610594482397786
IGFBP5,2,2,269,106,0.3215416839339265
IGFBP7,0,2,269,108,1.0
IGFL3,2,1,270,106,0.19663040989578395
IGFN1,1,2,269,107,1.0
IGHG1,1,1,270,107,0.4892574444026434
IGHG2,0,2,269,108,1.0
IGHG3,0,3,268,108,0.5610594482397786
IGHMBP2,0,3,268,108,0.5610594482397786
IGHV1-58,1,2,269,107,1.0
IGHV1-8,1,1,270,107,0.4892574444026434
IGHV1OR21-1,2,1,270,106,0.19663040989578395
IGHV3OR16-8,2,1,270,106,0.19663040989578395
IGHV4-28,2,1,270,106,0.19663040989578395
IGKV1-12,1,2,269,107,1.0
IGLV3-25,0,3,268,108,0.5610594482397786
IGLV3-27,0,2,269,108,1.0
IGSF10,1,4,267,107,1.0
IGSF21,1,1,270,107,0.4892574444026434
IGSF3,1,2,269,107,1.0
IGSF9B,4,3,268,104,0.10534307900551326
IGSF9,1,2,269,107,1.0
IKBIP,0,6,265,108,0.18922155945846286
IKBKG,4,3,268,104,0.10534307900551326
IKZF1,2,3,268,106,0.6259562380909157
IKZF2,1,4,267,107,1.0
IKZF5,1,3,268,107,1.0
IL10RB,0,3,268,108,0.5610594482397786
IL17RB,0,2,269,108,1.0
IL1B,0,3,268,108,0.5610594482397786
IL1R1,1,2,269,107,1.0
IL1RAPL1,2,4,267,106,1.0
IL1RAPL2,1,3,268,107,1.0
IL1RN,3,3,268,105,0.35852494949639074
IL20RB,0,2,269,108,1.0
IL27RA,2,1,270,106,0.19663040989578395
IL2RG,3,0,271,105,0.02267989493900613
IL31RA,1,2,269,107,1.0
IL36B,0,3,268,108,0.5610594482397786
IL3RA,1,2,269,107,1.0
IL5RA,0,2,269,108,1.0
IL8,0,3,268,108,0.5610594482397786
ILDR2,1,1,270,107,0.4892574444026434
ILF2,0,2,269,108,1.0
ILF3,0,6,265,108,0.18922155945846286
ILKAP,4,2,269,104,0.05768394776160528
ILK,3,2,269,105,0.14233564278051095
IMMT,0,2,269,108,1.0
IMPAD1,2,1,270,106,0.19663040989578395
IMPG1,1,2,269,107,1.0
IMPG2,2,2,269,106,0.3215416839339265
ING1,2,3,268,106,0.6259562380909157
INHBA,2,1,270,106,0.19663040989578395
INO80E,3,0,271,105,0.02267989493900613
INPP4A,0,2,269,108,1.0
INPP5F,5,4,267,103,0.12595822597585074
INPPL1,13,7,264,95,0.0005308296485969732
INSC,0,2,269,108,1.0
INSIG2,1,1,270,107,0.4892574444026434
INSL6,0,2,269,108,1.0
INSM2,6,1,270,102,0.0025924724445127592
INSRR,2,0,271,106,0.08066339992462164
INS,1,1,270,107,0.4892574444026434
INTS10,1,3,268,107,1.0
INTS3,4,2,269,104,0.05768394776160528
INTS4,2,2,269,106,0.3215416839339265
INTS7,1,6,265,107,0.6782738872366562
INTS9,1,2,269,107,1.0
INTU,1,3,268,107,1.0
IP6K1,0,3,268,108,0.5610594482397786
IPO11,5,1,270,103,0.008120222982843388
IPO13,1,2,269,107,1.0
IPO8,1,4,267,107,1.0
IQCA1,0,2,269,108,1.0
IQCH,2,2,269,106,0.3215416839339265
IQCJ,0,3,268,108,0.5610594482397786
IQGAP1,0,6,265,108,0.18922155945846286
IQSEC2,9,5,266,99,0.004903674133998242
IRAK1,4,6,265,104,0.4797512312811443
IRAK3,0,2,269,108,1.0
IREB2,1,1,270,107,0.4892574444026434
IRF2BPL,5,2,269,103,0.02193959932865965
IRF2,4,2,269,104,0.05768394776160528
IRF6,0,3,268,108,0.5610594482397786
IRS4,2,3,268,106,0.6259562380909157
IRX1,1,2,269,107,1.0
IRX2,0,3,268,108,0.5610594482397786
IRX3,9,3,268,99,0.0009327085761855615
ISL1,5,2,269,103,0.02193959932865965
ISM1,0,2,269,108,1.0
ISOC1,0,3,268,108,0.5610594482397786
ITCH,2,3,268,106,0.6259562380909157
ITFG1,0,2,269,108,1.0
ITGA1,0,3,268,108,0.5610594482397786
ITGA2,0,3,268,108,0.5610594482397786
ITGA5,4,2,269,104,0.05768394776160528
ITGA8,1,2,269,107,1.0
ITGA9,0,2,269,108,1.0
ITGAE,1,1,270,107,0.4892574444026434
ITGAM,0,2,269,108,1.0
ITGAV,6,1,270,102,0.0025924724445127592
ITGB3,0,2,269,108,1.0
ITGB8,3,3,268,105,0.35852494949639074
ITIH6,2,6,265,106,1.0
ITK,0,3,268,108,0.5610594482397786
ITM2C,1,2,269,107,1.0
ITPR2,4,1,270,104,0.024641464575757496
ITPRIPL1,3,1,270,105,0.07171913585768795
ITPRIPL2,2,1,270,106,0.19663040989578395
IVD,0,2,269,108,1.0
JAK1,20,9,262,88,2.8513313152435524e-06
JAK2,1,2,269,107,1.0
JAKMIP2,0,3,268,108,0.5610594482397786
JAM2,0,3,268,108,0.5610594482397786
JARID2,2,8,263,106,0.7309933195891662
JAZF1,1,2,269,107,1.0
JMJD1C,0,3,268,108,0.5610594482397786
JRK,3,0,271,105,0.02267989493900613
JUNB,1,2,269,107,1.0
JUND,4,0,271,104,0.006333481299458567
KAAG1,1,4,267,107,1.0
KAL1,1,5,266,107,0.678962439645028
KALRN,1,2,269,107,1.0
KANK4,0,4,267,108,0.5812942963706285
KANSL1L,4,1,270,104,0.024641464575757496
KANSL1,5,2,269,103,0.02193959932865965
KANSL2,0,2,269,108,1.0
KAT2B,3,9,262,105,1.0
KAT6A,0,2,269,108,1.0
KAT6B,10,7,264,98,0.010183640299227916
KAT7,2,1,270,106,0.19663040989578395
KBTBD2,2,1,270,106,0.19663040989578395
KBTBD3,1,2,269,107,1.0
KBTBD6,1,2,269,107,1.0
KBTBD7,1,4,267,107,1.0
KBTBD8,9,7,264,99,0.0203210874177357
KCMF1,2,1,270,106,0.19663040989578395
KCNA1,3,3,268,105,0.35852494949639074
KCNA4,8,2,269,100,0.0009349840232013532
KCNA6,2,4,267,106,1.0
KCNA7,1,2,269,107,1.0
KCNAB1,0,3,268,108,0.5610594482397786
KCNB1,2,2,269,106,0.3215416839339265
KCNB2,5,3,268,103,0.04525670117381173
KCNC1,6,3,268,102,0.018306907989979544
KCND1,3,0,271,105,0.02267989493900613
KCND2,5,6,265,103,0.30600141611145787
KCND3,1,2,269,107,1.0
KCNG3,0,2,269,108,1.0
KCNH2,3,0,271,105,0.02267989493900613
KCNH3,3,1,270,105,0.07171913585768795
KCNH4,2,1,270,106,0.19663040989578395
KCNH7,3,0,271,105,0.02267989493900613
KCNIP1,0,4,267,108,0.5812942963706285
KCNJ12,1,3,268,107,1.0
KCNJ15,1,1,270,107,0.4892574444026434
KCNJ3,1,1,270,107,0.4892574444026434
KCNJ8,0,3,268,108,0.5610594482397786
KCNK16,2,3,268,106,0.6259562380909157
KCNK1,1,5,266,107,0.678962439645028
KCNK2,7,5,266,101,0.043880185785684096
KCNMA1,12,7,264,96,0.0013165840078453895
KCNQ2,1,2,269,107,1.0
KCNQ3,0,4,267,108,0.5812942963706285
KCNQ5,1,4,267,107,1.0
KCNT1,0,2,269,108,1.0
KCNT2,3,4,267,105,0.4116721863176548
KCNU1,0,2,269,108,1.0
KCNV2,1,1,270,107,0.4892574444026434
KCTD16,2,1,270,106,0.19663040989578395
KCTD21,2,1,270,106,0.19663040989578395
KCTD3,2,4,267,106,1.0
KCTD9,4,1,270,104,0.024641464575757496
KDELR1,2,2,269,106,0.3215416839339265
KDM3B,0,2,269,108,1.0
KDM5A,12,8,263,96,0.003486253483700282
KDM5B,9,2,269,99,0.00030696064674121695
KDM6A,2,1,270,106,0.19663040989578395
KDM7A,0,4,267,108,0.5812942963706285
KDM8,1,1,270,107,0.4892574444026434
KDSR,0,3,268,108,0.5610594482397786
KHDRBS2,1,3,268,107,1.0
KHDRBS3,1,1,270,107,0.4892574444026434
KHNYN,2,0,271,106,0.08066339992462164
KIAA0141,3,0,271,105,0.02267989493900613
KIAA0195,2,2,269,106,0.3215416839339265
KIAA0232,4,0,271,104,0.006333481299458567
KIAA0355,6,4,267,102,0.03518694736929783
KIAA0408,3,3,268,105,0.35852494949639074
KIAA0430,2,1,270,106,0.19663040989578395
KIAA0556,1,3,268,107,1.0
KIAA0825,0,5,266,108,0.3272795028353981
KIAA0922,0,2,269,108,1.0
KIAA0930,4,3,268,104,0.10534307900551326
KIAA0947,3,10,261,105,0.7655249774273107
KIAA1009,1,4,267,107,1.0
KIAA1024,9,6,265,99,0.015152552043038408
KIAA1033,3,1,270,105,0.07171913585768795
KIAA1107,1,1,270,107,0.4892574444026434
KIAA1109,2,5,266,106,1.0
KIAA1147,2,1,270,106,0.19663040989578395
KIAA1161,1,1,270,107,0.4892574444026434
KIAA1199,1,2,269,107,1.0
KIAA1210,0,3,268,108,0.5610594482397786
KIAA1211L,1,1,270,107,0.4892574444026434
KIAA1211,4,4,267,104,0.2317499857824026
KIAA1217,2,3,268,106,0.6259562380909157
KIAA1239,1,2,269,107,1.0
KIAA1257,1,1,270,107,0.4892574444026434
KIAA1324,3,5,266,105,0.6932647096952717
KIAA1429,1,3,268,107,1.0
KIAA1456,6,1,270,102,0.0025924724445127592
KIAA1468,2,1,270,106,0.19663040989578395
KIAA1549,0,3,268,108,0.5610594482397786
KIAA1551,3,0,271,105,0.02267989493900613
KIAA1598,0,2,269,108,1.0
KIAA1731,2,4,267,106,1.0
KIAA1919,6,2,269,102,0.007949338221575309
KIAA2018,3,2,269,105,0.14233564278051095
KIAA2022,8,8,263,100,0.08440483801201831
KIAA2026,8,6,265,100,0.029318133306217676
KIF11,1,2,269,107,1.0
KIF14,4,4,267,104,0.2317499857824026
KIF16B,0,3,268,108,0.5610594482397786
KIF18A,1,6,265,107,0.6782738872366562
KIF1B,2,4,267,106,1.0
KIF20A,5,1,270,103,0.008120222982843388
KIF20B,7,11,260,101,0.42138860782083887
KIF21A,2,3,268,106,0.6259562380909157
KIF21B,0,3,268,108,0.5610594482397786
KIF23,0,3,268,108,0.5610594482397786
KIF24,0,2,269,108,1.0
KIF25,2,1,270,106,0.19663040989578395
KIF26B,2,5,266,106,1.0
KIF27,2,3,268,106,0.6259562380909157
KIF2C,1,2,269,107,1.0
KIF3A,0,2,269,108,1.0
KIF3C,2,0,271,106,0.08066339992462164
KIF4A,1,1,270,107,0.4892574444026434
KIF4B,0,2,269,108,1.0
KIF5A,2,1,270,106,0.19663040989578395
KIF5B,2,3,268,106,0.6259562380909157
KIF5C,0,3,268,108,0.5610594482397786
KIF6,1,2,269,107,1.0
KIN,0,3,268,108,0.5610594482397786
KIR2DL4,2,2,269,106,0.3215416839339265
KIR2DS4,2,1,270,106,0.19663040989578395
KIRREL3,2,2,269,106,0.3215416839339265
KIT,0,2,269,108,1.0
KLB,1,1,270,107,0.4892574444026434
KLF12,0,2,269,108,1.0
KLF13,3,1,270,105,0.07171913585768795
KLF17,1,1,270,107,0.4892574444026434
KLF2P1,1,2,269,107,1.0
KLF3,7,3,268,101,0.007053548403764879
KLF5,1,2,269,107,1.0
KLF9,2,4,267,106,1.0
KLHL13,0,3,268,108,0.5610594482397786
KLHL28,3,5,266,105,0.6932647096952717
KLHL34,2,1,270,106,0.19663040989578395
KLHL42,2,1,270,106,0.19663040989578395
KLHL6,1,2,269,107,1.0
KLHL8,1,5,266,107,0.678962439645028
KLK1,1,1,270,107,0.4892574444026434
KLK8,3,1,270,105,0.07171913585768795
KLKB1,3,0,271,105,0.02267989493900613
KMT2A,3,0,271,105,0.02267989493900613
KMT2B,3,4,267,105,0.4116721863176548
KMT2C,12,9,262,96,0.005106901276865734
KMT2D,7,12,259,101,0.4372368900647233
KMT2E,0,3,268,108,0.5610594482397786
KNDC1,1,3,268,107,1.0
KNG1,0,2,269,108,1.0
KNTC1,1,1,270,107,0.4892574444026434
KPNA1,1,2,269,107,1.0
KPNA3,6,1,270,102,0.0025924724445127592
KPNA4,3,4,267,105,0.4116721863176548
KPNB1,7,1,270,101,0.0008068505188256991
KRAS,33,32,239,75,3.2746731406510154e-05
KREMEN1,1,2,269,107,1.0
KRIT1,1,2,269,107,1.0
KRR1,1,1,270,107,0.4892574444026434
KRT10,0,2,269,108,1.0
KRT27,1,1,270,107,0.4892574444026434
KRT28,4,0,271,104,0.006333481299458567
KRT31,1,2,269,107,1.0
KRT33B,0,3,268,108,0.5610594482397786
KRT34,0,2,269,108,1.0
KRT6A,0,2,269,108,1.0
KRT6B,0,2,269,108,1.0
KRT75,0,3,268,108,0.5610594482397786
KRT78,0,3,268,108,0.5610594482397786
KRTAP13-2,0,3,268,108,0.5610594482397786
KRTAP19-3,1,2,269,107,1.0
KRTAP2-3,0,2,269,108,1.0
KRTAP27-1,2,1,270,106,0.19663040989578395
KRTAP4-7,1,2,269,107,1.0
KSR1,4,3,268,104,0.10534307900551326
KSR2,4,2,269,104,0.05768394776160528
KTN1,0,2,269,108,1.0
KY,1,2,269,107,1.0
L2HGDH,2,1,270,106,0.19663040989578395
LACC1,1,1,270,107,0.4892574444026434
LACRT,1,1,270,107,0.4892574444026434
LAMA1,0,3,268,108,0.5610594482397786
LAMA2,0,2,269,108,1.0
LAMB4,3,5,266,105,0.6932647096952717
LARGE,0,3,268,108,0.5610594482397786
LARP1,3,4,267,105,0.4116721863176548
LARP4B,6,6,265,102,0.10862330135845251
LARP7,2,1,270,106,0.19663040989578395
LATS1,0,3,268,108,0.5610594482397786
LATS2,7,2,269,101,0.0027705533373707097
LAYN,2,1,270,106,0.19663040989578395
LCE2A,1,1,270,107,0.4892574444026434
LCE5A,1,2,269,107,1.0
LCOR,3,0,271,105,0.02267989493900613
LCP2,6,2,269,102,0.007949338221575309
LCT,1,4,267,107,1.0
LDB2,3,5,266,105,0.6932647096952717
LDLRAD3,2,1,270,106,0.19663040989578395
LENG8,3,0,271,105,0.02267989493900613
LEPRE1,3,1,270,105,0.07171913585768795
LEPROTL1,2,1,270,106,0.19663040989578395
LETM1,2,1,270,106,0.19663040989578395
LFNG,2,4,267,106,1.0
LGALS3BP,0,2,269,108,1.0
LGALS4,1,1,270,107,0.4892574444026434
LGI2,1,2,269,107,1.0
LGI4,2,2,269,106,0.3215416839339265
LGR4,0,2,269,108,1.0
LGSN,1,2,269,107,1.0
LHCGR,1,7,264,107,0.4487989896028073
LHFPL3,2,5,266,106,1.0
LHFP,2,1,270,106,0.19663040989578395
LHX6,2,1,270,106,0.19663040989578395
LIFR,1,1,270,107,0.4892574444026434
LILRB4,0,2,269,108,1.0
LIMCH1,2,3,268,106,0.6259562380909157
LIMK2,0,3,268,108,0.5610594482397786
LIN28A,2,2,269,106,0.3215416839339265
LIN28B,7,8,263,101,0.14261994900584074
LIN37,0,2,269,108,1.0
LIN9,7,4,267,101,0.0148302603129465
LINC00265,1,2,269,107,1.0
LINC00299,0,2,269,108,1.0
LINC00303,0,2,269,108,1.0
LINC00473,2,1,270,106,0.19663040989578395
LINC00521,1,1,270,107,0.4892574444026434
LINC00639,0,2,269,108,1.0
LINC00951,1,3,268,107,1.0
LINC01098,1,3,268,107,1.0
LINGO1,0,2,269,108,1.0
LINGO2,0,2,269,108,1.0
LIPE,1,2,269,107,1.0
LIPT1,2,1,270,106,0.19663040989578395
LMAN1,14,3,268,94,3.6659521474105402e-06
LMBRD1,0,3,268,108,0.5610594482397786
LMLN,0,2,269,108,1.0
LMO2,1,2,269,107,1.0
LMO3,1,2,269,107,1.0
LMO7,0,5,266,108,0.3272795028353981
LMOD2,3,2,269,105,0.14233564278051095
LONRF1,3,3,268,105,0.35852494949639074
LONRF3,1,2,269,107,1.0
LOXHD1,5,3,268,103,0.04525670117381173
LPAL2,0,3,268,108,0.5610594482397786
LPAR1,1,1,270,107,0.4892574444026434
LPAR2,2,1,270,106,0.19663040989578395
LPAR3,4,0,271,104,0.006333481299458567
LPAR4,1,2,269,107,1.0
LPGAT1,6,1,270,102,0.0025924724445127592
LPHN2,5,1,270,103,0.008120222982843388
LPHN3,5,3,268,103,0.04525670117381173
LPPR1,1,2,269,107,1.0
LPPR5,0,3,268,108,0.5610594482397786
LPP,2,1,270,106,0.19663040989578395
LPXN,2,1,270,106,0.19663040989578395
LRBA,0,4,267,108,0.5812942963706285
LRCH2,4,6,265,104,0.4797512312811443
LRFN5,5,1,270,103,0.008120222982843388
LRGUK,2,3,268,106,0.6259562380909157
LRIG1,1,2,269,107,1.0
LRIG3,1,7,264,107,0.4487989896028073
LRIT3,0,2,269,108,1.0
LRP12,3,4,267,105,0.4116721863176548
LRP1B,0,4,267,108,0.5812942963706285
LRP1,1,2,269,107,1.0
LRP2,1,7,264,107,0.4487989896028073
LRP6,3,1,270,105,0.07171913585768795
LRPPRC,3,0,271,105,0.02267989493900613
LRRC15,1,2,269,107,1.0
LRRC17,2,1,270,106,0.19663040989578395
LRRC1,2,1,270,106,0.19663040989578395
LRRC27,0,2,269,108,1.0
LRRC2,0,2,269,108,1.0
LRRC31,0,2,269,108,1.0
LRRC39,2,1,270,106,0.19663040989578395
LRRC3,3,0,271,105,0.02267989493900613
LRRC41,1,6,265,107,0.6782738872366562
LRRC45,2,1,270,106,0.19663040989578395
LRRC49,0,3,268,108,0.5610594482397786
LRRC4,13,10,261,95,0.0037478630674554424
LRRC57,5,0,271,103,0.0017564854803826875
LRRC7,2,4,267,106,1.0
LRRC8A,2,1,270,106,0.19663040989578395
LRRC8D,3,0,271,105,0.02267989493900613
LRRC9,1,1,270,107,0.4892574444026434
LRRCC1,1,3,268,107,1.0
LRRFIP1,0,2,269,108,1.0
LRRIQ1,2,6,265,106,1.0
LRRK1,0,3,268,108,0.5610594482397786
LRRK2,1,1,270,107,0.4892574444026434
LRRN1,0,2,269,108,1.0
LRRN3,3,0,271,105,0.02267989493900613
LRRTM1,0,3,268,108,0.5610594482397786
LRRTM3,3,3,268,105,0.35852494949639074
LRRTM4,0,2,269,108,1.0
LRSAM1,1,1,270,107,0.4892574444026434
LSAMP,0,2,269,108,1.0
LSM11,4,0,271,104,0.006333481299458567
LSM12,2,1,270,106,0.19663040989578395
LSM14A,0,3,268,108,0.5610594482397786
LSM2,5,3,268,103,0.04525670117381173
LST3,2,1,270,106,0.19663040989578395
LTA4H,1,2,269,107,1.0
LTBP2,3,0,271,105,0.02267989493900613
LTBP4,1,2,269,107,1.0
LTF,1,2,269,107,1.0
LTV1,2,8,263,106,0.7309933195891662
LUC7L,1,1,270,107,0.4892574444026434
LUM,0,3,268,108,0.5610594482397786
LURAP1L,2,1,270,106,0.19663040989578395
LURAP1,1,2,269,107,1.0
LUZP4,0,3,268,108,0.5610594482397786
LY75-CD302,2,1,270,106,0.19663040989578395
LYAR,0,2,269,108,1.0
LYPD2,2,1,270,106,0.19663040989578395
LYST,0,2,269,108,1.0
LZTS2,1,2,269,107,1.0
MACC1,1,4,267,107,1.0
MACF1,2,5,266,106,1.0
MAD2L1,0,3,268,108,0.5610594482397786
MADD,1,2,269,107,1.0
MAEA,3,0,271,105,0.02267989493900613
MAEL,0,6,265,108,0.18922155945846286
MAFB,2,3,268,106,0.6259562380909157
MAFF,1,2,269,107,1.0
MAFG,2,1,270,106,0.19663040989578395
MAF,17,7,264,91,1.054896309754468e-05
MAGEA11,0,2,269,108,1.0
MAGEA12,3,5,266,105,0.6932647096952717
MAGEA1,1,2,269,107,1.0
MAGEA4,2,4,267,106,1.0
MAGEA8,3,1,270,105,0.07171913585768795
MAGEB10,1,4,267,107,1.0
MAGEB6,1,2,269,107,1.0
MAGEC1,3,2,269,105,0.14233564278051095
MAGEC2,2,1,270,106,0.19663040989578395
MAGEC3,0,3,268,108,0.5610594482397786
MAGED1,1,5,266,107,0.678962439645028
MAGED2,1,4,267,107,1.0
MAGEE1,0,3,268,108,0.5610594482397786
MAGEE2,2,1,270,106,0.19663040989578395
MAGEL2,1,2,269,107,1.0
MAGI1,8,1,270,100,0.00024579257066958255
MAGI2,1,4,267,107,1.0
MAGT1,2,1,270,106,0.19663040989578395
MAK16,2,1,270,106,0.19663040989578395
MAK,6,5,266,102,0.08316240260048864
MAN1A2,1,3,268,107,1.0
MAN2A1,7,5,266,101,0.043880185785684096
MAN2B2,1,2,269,107,1.0
MAN2C1,0,2,269,108,1.0
MAP1B,1,1,270,107,0.4892574444026434
MAP2,3,6,265,105,0.7183043252302252
MAP3K10,0,3,268,108,0.5610594482397786
MAP3K13,1,2,269,107,1.0
MAP3K15,1,7,264,107,0.4487989896028073
MAP3K19,1,4,267,107,1.0
MAP3K1,2,7,264,106,1.0
MAP3K2,7,3,268,101,0.007053548403764879
MAP3K4,2,4,267,106,1.0
MAP3K7CL,2,1,270,106,0.19663040989578395
MAP3K7,6,3,268,102,0.018306907989979544
MAP3K8,0,2,269,108,1.0
MAP4,3,0,271,105,0.02267989493900613
MAP7D3,2,8,263,106,0.7309933195891662
MAP9,1,2,269,107,1.0
MAPK14,1,1,270,107,0.4892574444026434
MAPK1,6,0,271,102,0.00048373797989167646
MAPK7,0,4,267,108,0.5812942963706285
MAPRE1,3,0,271,105,0.02267989493900613
MAPT,1,2,269,107,1.0
11-Mar,0,4,267,108,0.5812942963706285
1-Mar,2,4,267,106,1.0
3-Mar,4,0,271,104,0.006333481299458567
8-Mar,1,1,270,107,0.4892574444026434
MARCKSL1,0,3,268,108,0.5610594482397786
MARCKS,5,0,271,103,0.0017564854803826875
MARK1,7,4,267,101,0.0148302603129465
MARK3,1,2,269,107,1.0
MAT2B,1,2,269,107,1.0
MATN1,0,3,268,108,0.5610594482397786
MATR3,4,0,271,104,0.006333481299458567
MAX,4,1,270,104,0.024641464575757496
MB21D2,2,1,270,106,0.19663040989578395
MBD1,0,2,269,108,1.0
MBD5,1,4,267,107,1.0
MBD6,9,3,268,99,0.0009327085761855615
MBLAC2,0,2,269,108,1.0
MBNL1,6,4,267,102,0.03518694736929783
MBOAT2,2,8,263,106,0.7309933195891662
